Country_ISO3,Year,Technology,Value
KAZ,2018,Wind,1.0
KAZ,2019,All technologies (total patents),28.5
KAZ,2019,Renewable Energy Integration in Buildings,2.5
KAZ,2019,Solar,3.5
KEN,1990,All technologies (total patents),2.5
KEN,2000,All technologies (total patents),6.87
KEN,2000,Hydrogen and Fuel Cells,0.5
KEN,2005,All technologies (total patents),12.89
KEN,2005,Solar,0.5
KEN,2005,Storage (not electromobility),0.67
KEN,2010,All technologies (total patents),19.35
KEN,2010,Bioenergy,0.5
KEN,2010,Building Energy Efficiency,1.0
KEN,2010,Other Energy Efficiency ,0.5
KEN,2010,Renewable Energy Integration in Buildings,0.5
KEN,2010,Solar,1.0
KEN,2010,Storage (not electromobility),0.5
KEN,2010,Wind,0.5
KEN,2015,All technologies (total patents),19.37
KEN,2015,Building Energy Efficiency,1.0
KEN,2016,All technologies (total patents),14.58
KEN,2016,Other Energy Efficiency ,1.0
KEN,2016,Storage (not electromobility),1.0
KEN,2017,All technologies (total patents),23.28
KEN,2017,Other Energy Efficiency ,3.0
KEN,2017,Solar,1.0
KEN,2017,Storage (not electromobility),1.67
KEN,2018,All technologies (total patents),16.25
KEN,2018,Hybrid - Electric - Electromobility,0.5
KEN,2019,All technologies (total patents),10.08
KGZ,2000,All technologies (total patents),0.75
KGZ,2005,All technologies (total patents),0.5
KGZ,2010,All technologies (total patents),4.58
KGZ,2015,All technologies (total patents),1.5
KGZ,2016,All technologies (total patents),0.83
KGZ,2017,All technologies (total patents),0.67
KGZ,2019,All technologies (total patents),3.5
KHM,2000,All technologies (total patents),0.83
KHM,2005,All technologies (total patents),1.17
KHM,2010,All technologies (total patents),2.67
KHM,2010,Hybrid - Electric - Electromobility,0.5
KHM,2010,Storage (not electromobility),0.5
KHM,2015,All technologies (total patents),1.0
KHM,2016,All technologies (total patents),3.0
KHM,2017,All technologies (total patents),2.83
KHM,2018,All technologies (total patents),0.83
KHM,2019,All technologies (total patents),0.83
KIR,2015,All technologies (total patents),0.5
KNA,2000,All technologies (total patents),0.79
KNA,2005,All technologies (total patents),1.14
KNA,2010,All technologies (total patents),2.67
KNA,2015,All technologies (total patents),1.42
KNA,2016,All technologies (total patents),1.0
KOR,1990,Air - Rail - Marine,1.0
KOR,1990,All technologies (total patents),1143.75
KOR,1990,Bioenergy,1.0
KOR,1990,Building Energy Efficiency,12.0
KOR,1990,Grid,1.0
KOR,1990,Hydrogen and Fuel Cells,1.0
KOR,1990,Industry Energy Efficiency or substitution,3.0
KOR,1990,Nuclear,1.0
KOR,1990,Other Energy Efficiency ,5.0
KOR,1990,Other Road Transport,2.0
KOR,1990,Storage (not electromobility),2.5
KOR,1990,Wind,1.0
KOR,2000,Agriculture Energy Efficiency,2.0
KOR,2000,All technologies (total patents),8061.58
KOR,2000,Bioenergy,3.0
KOR,2000,Building Energy Efficiency,57.0
KOR,2000,Carbon Capture and Storage,1.0
KOR,2000,Grid,1.0
KOR,2000,Hybrid - Electric - Electromobility,10.0
KOR,2000,Hydro,1.0
KOR,2000,Hydrogen and Fuel Cells,21.0
KOR,2000,Industry Energy Efficiency or substitution,14.0
KOR,2000,Nuclear,4.0
KOR,2000,Other Energy Efficiency ,56.0
KOR,2000,Other Renewables,1.0
KOR,2000,Other Road Transport,12.67
KOR,2000,Renewable Energy Integration in Buildings,1.0
KOR,2000,Solar,10.0
KOR,2000,Storage (not electromobility),113.17
KOR,2000,Wind,3.0
KOR,2005,Agriculture Energy Efficiency,1.0
KOR,2005,Air - Rail - Marine,13.0
KOR,2005,All technologies (total patents),23015.42
KOR,2005,Bioenergy,16.0
KOR,2005,Building Energy Efficiency,225.5
KOR,2005,Carbon Capture and Storage,3.0
KOR,2005,Grid,6.0
KOR,2005,Hybrid - Electric - Electromobility,56.5
KOR,2005,Hydro,14.0
KOR,2005,Hydrogen and Fuel Cells,254.7
KOR,2005,Industry Energy Efficiency or substitution,30.07
KOR,2005,Nuclear,13.0
KOR,2005,Other Energy Efficiency ,253.57
KOR,2005,Other Renewables,4.0
KOR,2005,Other Road Transport,51.0
KOR,2005,Renewable Energy Integration in Buildings,4.0
KOR,2005,Solar,90.6
KOR,2005,Storage (not electromobility),396.33
KOR,2005,Wind,16.5
KOR,2010,Agriculture Energy Efficiency,5.5
KOR,2010,Air - Rail - Marine,24.5
KOR,2010,All technologies (total patents),27117.43
KOR,2010,Bioenergy,70.33
KOR,2010,Building Energy Efficiency,495.17
KOR,2010,Carbon Capture and Storage,18.0
KOR,2010,Grid,27.83
KOR,2010,Hybrid - Electric - Electromobility,303.58
KOR,2010,Hydro,28.0
KOR,2010,Hydrogen and Fuel Cells,256.5
KOR,2010,Industry Energy Efficiency or substitution,69.67
KOR,2010,Nuclear,25.5
KOR,2010,Other Energy Efficiency ,490.38
KOR,2010,Other Renewables,26.0
KOR,2010,Other Road Transport,112.75
KOR,2010,Renewable Energy Integration in Buildings,51.5
KOR,2010,Solar,696.37
KOR,2010,Storage (not electromobility),1064.95
KOR,2010,Wind,78.0
KOR,2015,Agriculture Energy Efficiency,6.0
KOR,2015,Air - Rail - Marine,55.0
KOR,2015,All technologies (total patents),35113.2
KOR,2015,Bioenergy,60.5
KOR,2015,Building Energy Efficiency,383.25
KOR,2015,Carbon Capture and Storage,39.0
KOR,2015,Grid,54.5
KOR,2015,Hybrid - Electric - Electromobility,486.33
KOR,2015,Hydro,29.0
KOR,2015,Hydrogen and Fuel Cells,297.42
KOR,2015,Industry Energy Efficiency or substitution,108.83
KOR,2015,Nuclear,39.5
KOR,2015,Other Energy Efficiency ,621.6700000000001
KOR,2015,Other Renewables,47.0
KOR,2015,Other Road Transport,271.0
KOR,2015,Renewable Energy Integration in Buildings,21.33
KOR,2015,Solar,580.0600000000001
KOR,2015,Storage (not electromobility),1231.4
KOR,2015,Wind,43.0
KOR,2016,Agriculture Energy Efficiency,7.0
KOR,2016,Air - Rail - Marine,57.5
KOR,2016,All technologies (total patents),33393.39
KOR,2016,Bioenergy,35.0
KOR,2016,Building Energy Efficiency,447.08
KOR,2016,Carbon Capture and Storage,29.33
KOR,2016,Grid,50.33
KOR,2016,Hybrid - Electric - Electromobility,607.12
KOR,2016,Hydro,31.5
KOR,2016,Hydrogen and Fuel Cells,355.67
KOR,2016,Industry Energy Efficiency or substitution,98.78
KOR,2016,Nuclear,49.0
KOR,2016,Other Energy Efficiency ,566.45
KOR,2016,Other Renewables,26.0
KOR,2016,Other Road Transport,251.25
KOR,2016,Renewable Energy Integration in Buildings,34.58
KOR,2016,Solar,736.87
KOR,2016,Storage (not electromobility),1317.28
KOR,2016,Wind,57.17
KOR,2017,Agriculture Energy Efficiency,8.0
KOR,2017,Air - Rail - Marine,60.5
KOR,2017,All technologies (total patents),32359.05
KOR,2017,Bioenergy,54.0
KOR,2017,Building Energy Efficiency,307.0
KOR,2017,Carbon Capture and Storage,25.5
KOR,2017,Grid,28.0
KOR,2017,Hybrid - Electric - Electromobility,513.5799999999999
KOR,2017,Hydro,21.0
KOR,2017,Hydrogen and Fuel Cells,273.33000000000004
KOR,2017,Industry Energy Efficiency or substitution,123.33
KOR,2017,Nuclear,37.5
KOR,2017,Other Energy Efficiency ,590.28
KOR,2017,Other Renewables,24.33
KOR,2017,Other Road Transport,171.17
KOR,2017,Renewable Energy Integration in Buildings,40.25
KOR,2017,Solar,596.75
KOR,2017,Storage (not electromobility),1511.0
KOR,2017,Wind,37.5
KOR,2018,Agriculture Energy Efficiency,16.0
KOR,2018,Air - Rail - Marine,37.0
KOR,2018,All technologies (total patents),34148.15
KOR,2018,Bioenergy,37.5
KOR,2018,Building Energy Efficiency,264.66999999999996
KOR,2018,Carbon Capture and Storage,25.0
KOR,2018,Grid,23.0
KOR,2018,Hybrid - Electric - Electromobility,494.5
KOR,2018,Hydro,28.5
KOR,2018,Hydrogen and Fuel Cells,285.83000000000004
KOR,2018,Industry Energy Efficiency or substitution,98.5
KOR,2018,Nuclear,34.0
KOR,2018,Other Energy Efficiency ,591.88
KOR,2018,Other Renewables,25.5
KOR,2018,Other Road Transport,147.0
KOR,2018,Renewable Energy Integration in Buildings,24.0
KOR,2018,Solar,607.0
KOR,2018,Storage (not electromobility),1579.7
KOR,2018,Wind,14.0
KOR,2019,Agriculture Energy Efficiency,18.0
KOR,2019,Air - Rail - Marine,63.5
KOR,2019,All technologies (total patents),37453.54
KOR,2019,Bioenergy,20.5
KOR,2019,Building Energy Efficiency,246.0
KOR,2019,Carbon Capture and Storage,10.5
KOR,2019,Grid,15.0
KOR,2019,Hybrid - Electric - Electromobility,548.0
KOR,2019,Hydro,18.5
KOR,2019,Hydrogen and Fuel Cells,310.5
KOR,2019,Industry Energy Efficiency or substitution,65.83
KOR,2019,Nuclear,32.0
KOR,2019,Other Energy Efficiency ,508.33
KOR,2019,Other Renewables,10.0
KOR,2019,Other Road Transport,126.5
KOR,2019,Renewable Energy Integration in Buildings,27.0
KOR,2019,Solar,488.83
KOR,2019,Storage (not electromobility),1475.25
KOR,2019,Wind,39.0
KWT,2000,All technologies (total patents),2.17
KWT,2005,All technologies (total patents),4.75
KWT,2010,All technologies (total patents),4.83
KWT,2010,Industry Energy Efficiency or substitution,2.0
KWT,2010,Storage (not electromobility),1.0
KWT,2015,All technologies (total patents),8.17
KWT,2015,Other Energy Efficiency ,1.5
KWT,2015,Renewable Energy Integration in Buildings,1.0
KWT,2015,Solar,1.0
KWT,2015,Wind,1.0
KWT,2016,Air - Rail - Marine,1.0
KWT,2016,All technologies (total patents),6.5
KWT,2017,All technologies (total patents),6.5
KWT,2017,Bioenergy,1.0
KWT,2017,Hydrogen and Fuel Cells,1.0
KWT,2018,All technologies (total patents),12.5
KWT,2018,Hydrogen and Fuel Cells,1.0
KWT,2019,All technologies (total patents),14.33
KWT,2019,Solar,4.0
KWT,2019,Storage (not electromobility),1.0
LAO,1990,All technologies (total patents),1.0
LAO,2000,All technologies (total patents),0.33
LAO,2005,All technologies (total patents),1.0
LAO,2010,All technologies (total patents),4.92
LAO,2016,All technologies (total patents),0.5
LAO,2017,All technologies (total patents),4.25
LAO,2017,Other Energy Efficiency ,3.0
LAO,2017,Renewable Energy Integration in Buildings,3.0
LAO,2017,Solar,3.0
LAO,2017,Storage (not electromobility),3.0
LBN,1990,All technologies (total patents),0.5
LBN,2000,All technologies (total patents),7.75
LBN,2000,Building Energy Efficiency,0.5
LBN,2005,All technologies (total patents),20.4
LBN,2005,Building Energy Efficiency,1.0
LBN,2010,All technologies (total patents),29.92
LBN,2010,Hydrogen and Fuel Cells,0.5
LBN,2010,Industry Energy Efficiency or substitution,1.0
LBN,2010,Other Energy Efficiency ,0.66
LBN,2010,Solar,0.75
LBN,2010,Storage (not electromobility),1.5
LBN,2015,All technologies (total patents),17.55
LBN,2015,Other Energy Efficiency ,0.5
LBN,2016,All technologies (total patents),19.86
LBN,2016,Grid,0.5
LBN,2017,All technologies (total patents),27.65
LBN,2017,Hydrogen and Fuel Cells,0.67
LBN,2018,All technologies (total patents),20.03
LBN,2018,Hydrogen and Fuel Cells,1.0
LBN,2018,Storage (not electromobility),1.0
LBN,2019,All technologies (total patents),14.52
LBR,2000,All technologies (total patents),0.5
LBR,2005,All technologies (total patents),1.0
LBR,2010,All technologies (total patents),1.5
LBR,2017,All technologies (total patents),0.5
LBR,2018,All technologies (total patents),0.5
LBR,2019,All technologies (total patents),1.0
LBY,2000,All technologies (total patents),0.13
LBY,2016,All technologies (total patents),0.33
LBY,2017,All technologies (total patents),1.5
LBY,2018,All technologies (total patents),1.0
LCA,2010,All technologies (total patents),0.5
LCA,2018,All technologies (total patents),1.0
LIE,1990,All technologies (total patents),36.17
LIE,2000,All technologies (total patents),52.48
LIE,2000,Storage (not electromobility),0.83
LIE,2005,All technologies (total patents),34.02
LIE,2005,Solar,1.6600000000000001
LIE,2005,Storage (not electromobility),0.5
LIE,2010,All technologies (total patents),44.25
LIE,2010,Solar,2.75
LIE,2015,All technologies (total patents),45.42
LIE,2015,Building Energy Efficiency,2.5
LIE,2016,All technologies (total patents),41.3
LIE,2016,Grid,0.5
LIE,2017,All technologies (total patents),47.7
LIE,2017,Building Energy Efficiency,1.0
LIE,2017,Hydrogen and Fuel Cells,1.0
LIE,2017,Industry Energy Efficiency or substitution,1.0
LIE,2018,All technologies (total patents),42.83
LIE,2018,Hybrid - Electric - Electromobility,1.0
LIE,2018,Other Energy Efficiency ,1.0
LIE,2018,Solar,1.0
LIE,2019,All technologies (total patents),24.2
LIE,2019,Building Energy Efficiency,0.33
LIE,2019,Hybrid - Electric - Electromobility,0.5
LKA,1990,All technologies (total patents),2.5
LKA,1990,Other Road Transport,1.0
LKA,2000,All technologies (total patents),8.83
LKA,2000,Storage (not electromobility),0.5
LKA,2005,All technologies (total patents),17.95
LKA,2005,Hybrid - Electric - Electromobility,0.67
LKA,2005,Solar,1.0
LKA,2010,All technologies (total patents),23.46
LKA,2010,Hybrid - Electric - Electromobility,1.0
LKA,2010,Storage (not electromobility),1.0
LKA,2015,All technologies (total patents),30.26
LKA,2015,Building Energy Efficiency,1.0
LKA,2015,Other Energy Efficiency ,1.34
LKA,2015,Solar,0.5
LKA,2015,Storage (not electromobility),0.62
LKA,2016,All technologies (total patents),26.51
LKA,2016,Storage (not electromobility),0.5
LKA,2017,All technologies (total patents),27.24
LKA,2017,Other Energy Efficiency ,0.5
LKA,2017,Wind,0.5
LKA,2018,All technologies (total patents),21.33
LKA,2018,Bioenergy,2.0
LKA,2018,Grid,0.5
LKA,2018,Wind,0.5
LKA,2019,All technologies (total patents),31.35
LKA,2019,Industry Energy Efficiency or substitution,1.0
LKA,2019,Other Energy Efficiency ,0.33
LSO,2010,All technologies (total patents),0.09
LSO,2015,All technologies (total patents),0.33
LTU,1990,All technologies (total patents),2.5
LTU,2000,All technologies (total patents),15.5
LTU,2005,All technologies (total patents),26.02
LTU,2005,Hybrid - Electric - Electromobility,1.0
LTU,2005,Nuclear,2.0
LTU,2005,Other Road Transport,1.0
LTU,2010,All technologies (total patents),32.58
LTU,2010,Building Energy Efficiency,2.0
LTU,2010,Hydrogen and Fuel Cells,0.66
LTU,2010,Other Energy Efficiency ,1.0
LTU,2010,Other Road Transport,1.0
LTU,2010,Renewable Energy Integration in Buildings,1.0
LTU,2010,Wind,2.0
LTU,2015,Air - Rail - Marine,2.0
LTU,2015,All technologies (total patents),33.51
LTU,2015,Industry Energy Efficiency or substitution,1.0
LTU,2015,Solar,1.0
LTU,2016,All technologies (total patents),45.27
LTU,2016,Bioenergy,1.0
LTU,2016,Solar,0.33
LTU,2016,Storage (not electromobility),1.0
LTU,2017,All technologies (total patents),45.93
LTU,2017,Bioenergy,0.5
LTU,2017,Building Energy Efficiency,1.0
LTU,2017,Solar,0.33
LTU,2018,All technologies (total patents),46.48
LTU,2018,Bioenergy,2.5
LTU,2018,Solar,1.0
LTU,2019,All technologies (total patents),50.65
LTU,2019,Hybrid - Electric - Electromobility,1.0
LTU,2019,Hydrogen and Fuel Cells,1.0
LTU,2019,Solar,1.0
LUX,1990,All technologies (total patents),55.42
LUX,1990,Industry Energy Efficiency or substitution,1.5
LUX,1990,Other Energy Efficiency ,1.0
LUX,2000,All technologies (total patents),105.0
LUX,2000,Bioenergy,2.0
LUX,2000,Hybrid - Electric - Electromobility,0.5
LUX,2000,Industry Energy Efficiency or substitution,0.5
LUX,2000,Other Road Transport,3.75
LUX,2000,Solar,0.5
LUX,2000,Storage (not electromobility),1.5
LUX,2005,All technologies (total patents),94.5
LUX,2005,Bioenergy,0.5
LUX,2005,Building Energy Efficiency,0.5
LUX,2005,Hybrid - Electric - Electromobility,0.5
LUX,2005,Industry Energy Efficiency or substitution,0.33
LUX,2005,Other Road Transport,4.0
LUX,2005,Renewable Energy Integration in Buildings,0.5
LUX,2005,Solar,0.5
LUX,2005,Storage (not electromobility),1.5
LUX,2010,All technologies (total patents),108.71
LUX,2010,Carbon Capture and Storage,1.0
LUX,2010,Hybrid - Electric - Electromobility,1.83
LUX,2010,Industry Energy Efficiency or substitution,2.67
LUX,2010,Other Road Transport,1.5
LUX,2010,Renewable Energy Integration in Buildings,1.0
LUX,2010,Solar,2.0
LUX,2010,Storage (not electromobility),2.0
LUX,2010,Wind,0.5
LUX,2015,All technologies (total patents),118.87
LUX,2015,Bioenergy,2.5
LUX,2015,Grid,1.0
LUX,2015,Hydro,0.33
LUX,2015,Hydrogen and Fuel Cells,3.0
LUX,2015,Industry Energy Efficiency or substitution,1.5
LUX,2015,Other Road Transport,1.5
LUX,2015,Storage (not electromobility),2.17
LUX,2016,All technologies (total patents),132.14
LUX,2016,Bioenergy,0.33
LUX,2016,Hydrogen and Fuel Cells,2.0
LUX,2016,Industry Energy Efficiency or substitution,0.33
LUX,2016,Other Energy Efficiency ,0.67
LUX,2016,Other Road Transport,1.5
LUX,2017,All technologies (total patents),119.35
LUX,2017,Carbon Capture and Storage,1.0
LUX,2017,Industry Energy Efficiency or substitution,0.53
LUX,2017,Other Energy Efficiency ,2.0
LUX,2017,Other Road Transport,1.5
LUX,2017,Solar,0.5
LUX,2017,Storage (not electromobility),0.5
LUX,2018,Air - Rail - Marine,0.5
LUX,2018,All technologies (total patents),117.66
LUX,2018,Building Energy Efficiency,0.33
LUX,2018,Grid,1.0
LUX,2018,Hybrid - Electric - Electromobility,3.5
LUX,2018,Solar,1.0
LUX,2018,Storage (not electromobility),0.5
LUX,2019,All technologies (total patents),143.61
LUX,2019,Building Energy Efficiency,1.5
LUX,2019,Hybrid - Electric - Electromobility,3.5
LUX,2019,Hydrogen and Fuel Cells,0.5
LUX,2019,Industry Energy Efficiency or substitution,1.33
LUX,2019,Other Energy Efficiency ,1.0
LUX,2019,Other Road Transport,1.0
LUX,2019,Storage (not electromobility),1.0
LUX,2019,Wind,0.5
LVA,2000,All technologies (total patents),18.08
LVA,2000,Hydrogen and Fuel Cells,1.0
LVA,2000,Industry Energy Efficiency or substitution,0.33
LVA,2005,All technologies (total patents),32.83
LVA,2010,All technologies (total patents),34.18
LVA,2015,All technologies (total patents),24.33
LVA,2016,All technologies (total patents),18.08
LVA,2017,All technologies (total patents),31.87
LVA,2017,Bioenergy,0.5
LVA,2017,Building Energy Efficiency,1.0
LVA,2017,Renewable Energy Integration in Buildings,1.0
LVA,2018,All technologies (total patents),30.25
LVA,2018,Bioenergy,1.0
LVA,2019,All technologies (total patents),29.17
LVA,2019,Bioenergy,1.0
LVA,2019,Carbon Capture and Storage,0.5
LVA,2019,Other Road Transport,2.5
MAC,1990,All technologies (total patents),1.5
MAC,2000,All technologies (total patents),3.25
MAC,2005,All technologies (total patents),2.5
MAC,2010,All technologies (total patents),5.92
MAC,2010,Other Energy Efficiency ,1.0
MAC,2015,All technologies (total patents),24.0
MAC,2015,Building Energy Efficiency,2.0
MAC,2015,Other Energy Efficiency ,0.5
MAC,2015,Storage (not electromobility),0.5
MAC,2016,All technologies (total patents),11.5
MAC,2016,Solar,0.5
MAC,2016,Wind,0.5
MAC,2017,All technologies (total patents),11.17
MAC,2017,Other Energy Efficiency ,0.5
MAC,2017,Wind,0.5
MAC,2018,All technologies (total patents),8.75
MAC,2019,All technologies (total patents),5.0
MAR,1990,All technologies (total patents),3.83
MAR,2000,All technologies (total patents),11.25
MAR,2005,All technologies (total patents),27.37
MAR,2005,Storage (not electromobility),0.25
MAR,2010,All technologies (total patents),26.13
MAR,2010,Bioenergy,1.0
MAR,2010,Hybrid - Electric - Electromobility,1.0
MAR,2010,Solar,1.0
MAR,2015,All technologies (total patents),43.03
MAR,2015,Bioenergy,2.17
MAR,2015,Building Energy Efficiency,2.33
MAR,2015,Other Energy Efficiency ,1.92
MAR,2015,Renewable Energy Integration in Buildings,1.0
MAR,2015,Solar,6.0
MAR,2015,Storage (not electromobility),1.0
MAR,2016,All technologies (total patents),50.12
MAR,2016,Building Energy Efficiency,4.0
MAR,2016,Hybrid - Electric - Electromobility,1.0
MAR,2016,Renewable Energy Integration in Buildings,1.0
MAR,2016,Solar,3.0
MAR,2017,All technologies (total patents),54.02
MAR,2017,Building Energy Efficiency,1.0
MAR,2017,Hydro,2.0
MAR,2017,Other Energy Efficiency ,1.0
MAR,2017,Renewable Energy Integration in Buildings,4.0
MAR,2017,Solar,6.33
MAR,2017,Wind,4.0
MAR,2018,All technologies (total patents),40.25
MAR,2018,Building Energy Efficiency,1.0
MAR,2018,Industry Energy Efficiency or substitution,1.0
MAR,2018,Other Energy Efficiency ,1.0
MAR,2018,Renewable Energy Integration in Buildings,1.0
MAR,2018,Solar,1.0
MAR,2018,Storage (not electromobility),1.33
MAR,2019,All technologies (total patents),33.83
MAR,2019,Bioenergy,1.0
MAR,2019,Building Energy Efficiency,1.0
MAR,2019,Hybrid - Electric - Electromobility,1.0
MAR,2019,Other Road Transport,0.5
MAR,2019,Renewable Energy Integration in Buildings,1.0
MAR,2019,Solar,3.0
MAR,2019,Wind,0.83
MCO,1990,All technologies (total patents),13.0
MCO,1990,Industry Energy Efficiency or substitution,1.0
MCO,2000,All technologies (total patents),23.08
MCO,2005,Air - Rail - Marine,0.33
MCO,2005,All technologies (total patents),17.2
MCO,2005,Other Energy Efficiency ,0.5
MCO,2010,All technologies (total patents),25.65
MCO,2010,Bioenergy,2.5
MCO,2015,Air - Rail - Marine,0.25
MCO,2015,All technologies (total patents),23.83
MCO,2015,Building Energy Efficiency,0.5
MCO,2015,Nuclear,0.5
MCO,2016,All technologies (total patents),24.0
MCO,2016,Building Energy Efficiency,0.5
MCO,2017,All technologies (total patents),24.83
MCO,2017,Nuclear,3.0
MCO,2018,Air - Rail - Marine,0.25
MCO,2018,All technologies (total patents),20.17
MCO,2018,Wind,1.0
MCO,2019,Air - Rail - Marine,1.0
MCO,2019,All technologies (total patents),40.08
MCO,2019,Hydrogen and Fuel Cells,1.0
MCO,2019,Industry Energy Efficiency or substitution,1.0
MDA,1990,All technologies (total patents),5.67
MDA,1990,Wind,0.5
MDA,2000,All technologies (total patents),1.5
MDA,2005,All technologies (total patents),19.58
MDA,2005,Building Energy Efficiency,0.5
MDA,2005,Hydro,2.0
MDA,2005,Industry Energy Efficiency or substitution,0.67
MDA,2005,Wind,1.0
MDA,2010,All technologies (total patents),7.5
MDA,2015,All technologies (total patents),12.67
MDA,2015,Other Renewables,1.0
MDA,2016,All technologies (total patents),16.67
MDA,2016,Building Energy Efficiency,2.0
MDA,2016,Other Energy Efficiency ,0.5
MDA,2017,All technologies (total patents),8.62
MDA,2018,All technologies (total patents),12.0
MDA,2018,Solar,0.33
MDA,2019,All technologies (total patents),8.26
MDG,1990,All technologies (total patents),0.33
MDG,2000,All technologies (total patents),0.83
MDG,2005,All technologies (total patents),2.0
MDG,2010,All technologies (total patents),2.0
MDG,2015,All technologies (total patents),1.0
MDG,2015,Industry Energy Efficiency or substitution,0.5
MDG,2016,All technologies (total patents),2.0
MDG,2017,All technologies (total patents),1.33
MDG,2018,All technologies (total patents),0.5
MEX,1990,All technologies (total patents),41.83
MEX,1990,Industry Energy Efficiency or substitution,1.0
MEX,1990,Other Road Transport,1.0
MEX,2000,All technologies (total patents),167.45
MEX,2000,Building Energy Efficiency,1.0
MEX,2000,Carbon Capture and Storage,1.0
MEX,2000,Industry Energy Efficiency or substitution,1.0
MEX,2005,All technologies (total patents),254.83
MEX,2005,Bioenergy,0.33
MEX,2005,Building Energy Efficiency,2.0
MEX,2005,Hydrogen and Fuel Cells,2.5
MEX,2005,Industry Energy Efficiency or substitution,7.0
MEX,2005,Other Energy Efficiency ,0.2
MEX,2005,Solar,1.0
MEX,2010,All technologies (total patents),326.69
MEX,2010,Bioenergy,0.5
MEX,2010,Building Energy Efficiency,4.5
MEX,2010,Carbon Capture and Storage,2.0
MEX,2010,Hybrid - Electric - Electromobility,0.5
MEX,2010,Hydro,1.0
MEX,2010,Hydrogen and Fuel Cells,1.0
MEX,2010,Industry Energy Efficiency or substitution,8.45
MEX,2010,Other Energy Efficiency ,0.5
MEX,2010,Other Renewables,1.0
MEX,2010,Other Road Transport,1.0
MEX,2010,Solar,3.6399999999999997
MEX,2010,Storage (not electromobility),2.0
MEX,2010,Wind,2.83
MEX,2015,Air - Rail - Marine,1.83
MEX,2015,All technologies (total patents),418.56
MEX,2015,Bioenergy,1.33
MEX,2015,Building Energy Efficiency,6.5
MEX,2015,Hybrid - Electric - Electromobility,2.5
MEX,2015,Hydro,1.0
MEX,2015,Hydrogen and Fuel Cells,1.17
MEX,2015,Industry Energy Efficiency or substitution,3.33
MEX,2015,Other Energy Efficiency ,1.93
MEX,2015,Other Renewables,1.0
MEX,2015,Other Road Transport,2.5
MEX,2015,Solar,1.0
MEX,2015,Storage (not electromobility),1.33
MEX,2016,Agriculture Energy Efficiency,1.0
MEX,2016,Air - Rail - Marine,1.0
MEX,2016,All technologies (total patents),448.74
MEX,2016,Bioenergy,2.0
MEX,2016,Building Energy Efficiency,3.33
MEX,2016,Carbon Capture and Storage,1.0
MEX,2016,Hybrid - Electric - Electromobility,2.83
MEX,2016,Hydro,1.0
MEX,2016,Hydrogen and Fuel Cells,5.83
MEX,2016,Industry Energy Efficiency or substitution,3.5
MEX,2016,Nuclear,1.0
MEX,2016,Other Energy Efficiency ,2.0
MEX,2016,Other Renewables,1.0
MEX,2016,Other Road Transport,1.0
MEX,2016,Solar,2.0
MEX,2016,Storage (not electromobility),2.33
MEX,2016,Wind,1.0
MEX,2017,Air - Rail - Marine,3.83
MEX,2017,All technologies (total patents),430.27
MEX,2017,Bioenergy,2.0
MEX,2017,Building Energy Efficiency,4.0
MEX,2017,Carbon Capture and Storage,2.33
MEX,2017,Hybrid - Electric - Electromobility,2.33
MEX,2017,Hydro,1.5
MEX,2017,Hydrogen and Fuel Cells,3.5
MEX,2017,Industry Energy Efficiency or substitution,1.83
MEX,2017,Other Energy Efficiency ,7.5
MEX,2017,Other Road Transport,2.5
MEX,2017,Solar,2.0
MEX,2017,Storage (not electromobility),5.08
MEX,2017,Wind,1.5
MEX,2018,Agriculture Energy Efficiency,1.0
MEX,2018,Air - Rail - Marine,3.5
MEX,2018,All technologies (total patents),373.37
MEX,2018,Bioenergy,1.0
MEX,2018,Building Energy Efficiency,7.0
MEX,2018,Carbon Capture and Storage,1.5
MEX,2018,Hybrid - Electric - Electromobility,3.5
MEX,2018,Hydro,1.5
MEX,2018,Hydrogen and Fuel Cells,3.0
MEX,2018,Industry Energy Efficiency or substitution,4.0
MEX,2018,Other Energy Efficiency ,1.6400000000000001
MEX,2018,Other Road Transport,3.5
MEX,2018,Storage (not electromobility),1.75
MEX,2018,Wind,4.0
MEX,2019,Air - Rail - Marine,1.0
MEX,2019,All technologies (total patents),327.66
MEX,2019,Building Energy Efficiency,1.0
MEX,2019,Hybrid - Electric - Electromobility,3.0
MEX,2019,Hydrogen and Fuel Cells,1.0
MEX,2019,Industry Energy Efficiency or substitution,3.33
MEX,2019,Other Energy Efficiency ,0.14
MEX,2019,Other Road Transport,1.5
MEX,2019,Solar,1.5
MEX,2019,Storage (not electromobility),3.0
MEX,2019,Wind,0.33
MHL,2015,All technologies (total patents),3.5
MHL,2016,All technologies (total patents),1.7
MHL,2016,Other Energy Efficiency ,0.5
MHL,2017,All technologies (total patents),2.5
MHL,2018,All technologies (total patents),0.5
MHL,2019,All technologies (total patents),0.5
MKD,2000,All technologies (total patents),3.25
MKD,2005,All technologies (total patents),14.52
MKD,2010,All technologies (total patents),1.5
MKD,2015,All technologies (total patents),4.0
MKD,2015,Building Energy Efficiency,0.5
MKD,2015,Hybrid - Electric - Electromobility,0.5
MKD,2016,All technologies (total patents),4.42
MKD,2017,All technologies (total patents),6.0
MKD,2018,All technologies (total patents),10.53
MKD,2018,Solar,4.0
MKD,2019,All technologies (total patents),3.93
MLI,2005,All technologies (total patents),0.56
